student_id,question_id,score,time_on_task
5747,8,63,236
5747,8,54,185
5747,8,71,374
5747,9,44,189
5747,9,49,375
5747,9,27,163
5747,9,56,81
5747,9,47,119
5747,10,40,553
5747,10,52,263
5747,10,49,103
5747,10,60,109
5747,10,60,576
1352,1,100,27
1352,2,77,130
1352,2,82,122
1352,3,93,78
1352,3,93,152
1352,3,43,161
1352,4,80,89
1352,5,80,112
1352,5,100,57
1352,5,87,203
1352,6,97,184
1352,6,90,223
1352,7,100,65
1352,7,98,35
1352,8,74,154
1352,9,68,107
1352,9,100,134
1352,10,100,112
7818,1,61,208
7818,1,51,265
7818,1,46,144
7818,1,60,53
7818,2,46,219
7818,2,52,344
7818,2,32,75
7818,3,24,148
7818,3,52,400
7818,3,57,378
7818,3,34,270
7818,4,29,116
7818,4,38,308
7818,4,27,115
7818,4,36,283
7818,4,42,62
7818,5,70,333
7818,5,39,407
7818,5,77,256
7818,5,34,84
7818,6,49,269
7818,6,50,370
7818,6,54,306
7818,7,62,186
7818,7,37,78
7818,7,62,157
7818,8,76,393
7818,8,54,291
7818,8,64,244
7818,8,58,72
7818,8,49,289
7818,9,48,288
7818,9,38,319
7818,9,48,268
7818,9,57,398
7818,9,47,70
7818,10,51,356
7818,10,61,391
7818,10,52,444
7818,10,69,157
2638,1,100,68
2638,1,86,160
2638,1,86,41
2638,2,91,54
2638,3,67,31
2638,4,79,258
2638,4,64,242
2638,5,89,67
2638,5,100,39
2638,6,80,193
2638,6,68,27
2638,6,67,144
2638,7,100,109
2638,8,84,93
2638,9,100,189
2638,9,76,100
2638,10,99,71
4045,1,100,108
4045,1,89,38
4045,2,96,164
4045,3,60,192
4045,4,68,113
4045,5,100,79
4045,5,68,57
4045,6,71,46
4045,6,69,211
4045,7,90,63
4045,7,100,17
4045,7,100,81
4045,8,94,10
4045,8,100,70
4045,8,93,160
4045,9,85,72
4045,9,86,217
4045,9,86,55
4045,10,92,222
5856,1,63,353
5856,1,37,79
5856,1,36,350
5856,1,43,271
5856,1,62,361
5856,2,61,269
5856,2,41,107
5856,2,43,158
5856,2,68,125
5856,2,45,218
5856,3,76,112
5856,3,43,191
5856,3,35,315
5856,4,20,378
5856,4,34,373
5856,4,16,254
5856,4,45,556
5856,4,33,485
5856,4,37,55
5856,5,44,421
5856,5,46,91
5856,5,48,85
5856,5,10,153
5856,6,49,222
5856,6,30,76
5856,6,42,295
5856,6,48,243
5856,6,44,219
5856,7,71,196
5856,7,57,40
5856,7,88,186
5856,7,100,50
5856,7,53,171
5856,8,65,386
5856,8,57,371
5856,8,53,39
5856,8,67,280
5856,9,28,350
5856,9,31,220
5856,9,53,341
5856,10,43,128
5856,10,57,96
5856,10,12,459
5856,10,47,269
2980,1,61,214
2980,1,36,344
2980,1,47,117
2980,1,29,40
2980,2,63,187
2980,2,58,62
2980,2,35,287
2980,3,42,71
2980,3,25,301
2980,3,23,186
2980,3,46,53
2980,4,39,480
2980,4,46,351
2980,4,30,230
2980,5,53,254
2980,5,55,288
2980,5,44,382
2980,6,34,421
2980,6,42,189
2980,6,17,264
2980,7,22,147
2980,7,88,230
2980,7,80,154
2980,7,70,168
2980,8,47,391
2980,8,31,146
2980,8,55,233
2980,8,38,300
2980,9,53,35
2980,9,49,231
2980,9,40,392
2980,9,40,356
2980,9,69,93
2980,10,51,550
2980,10,60,96
2980,10,10,280
6450,1,98,74
6450,1,52,130
6450,1,78,188
6450,1,80,89
6450,1,92,141
6450,1,90,133
6450,2,65,191
6450,2,96,119
6450,3,71,223
6450,3,44,131
6450,3,69,278
6450,4,81,200
6450,4,65,107
6450,4,56,103
6450,4,54,145
6450,4,71,220
6450,4,54,269
6450,4,55,228
6450,4,70,88
6450,4,36,330
6450,5,65,153
6450,5,73,88
6450,5,82,69
6450,5,72,128
6450,5,72,170
6450,6,75,263
6450,6,71,126
6450,6,71,144
6450,6,59,131
6450,7,100,126
6450,7,83,100
6450,8,71,69
6450,8,84,75
6450,8,79,144
6450,8,80,117
6450,8,53,106
6450,9,56,105
6450,9,80,105
6450,10,70,271
6450,10,81,289
6450,10,78,284
9205,1,94,169
9205,2,96,174
9205,3,89,61
9205,4,72,18
9205,5,72,78
9205,6,85,30
9205,6,82,132
9205,6,77,55
9205,7,84,66
9205,8,86,60
9205,8,74,115
9205,9,100,123
9205,9,73,123
9205,10,61,42
9205,10,79,243
9318,1,55,223
9318,1,43,346
9318,1,39,84
9318,2,68,182
9318,2,60,366
9318,2,61,308
9318,2,62,257
9318,3,62,417
9318,3,49,63
9318,3,72,335
9318,3,39,92
9318,3,59,214
9318,4,52,330
9318,4,24,355
9318,4,39,157
9318,4,36,203
9318,4,34,243
9318,5,32,407
9318,5,40,42
9318,5,62,267
9318,5,48,111
9318,6,44,357
9318,6,26,421
9318,6,31,135
9318,6,18,127
9318,6,61,106
9318,7,57,199
9318,7,68,209
9318,7,78,20
9318,7,69,190
9318,7,76,198
9318,8,38,297
9318,8,6,192
9318,8,81,391
9318,9,37,266
9318,9,41,367
9318,9,37,417
9318,10,45,283
9318,10,38,178
9318,10,31,121
9318,10,45,343
9318,10,57,335
4110,1,94,340
4110,1,69,151
4110,1,45,191
4110,1,68,186
4110,1,99,299
4110,1,35,143
4110,1,75,326
4110,1,75,316
4110,1,42,130
4110,2,89,249
4110,2,60,306
4110,2,72,103
4110,2,37,199
4110,2,52,245
4110,2,52,99
4110,2,88,294
4110,2,27,333
4110,2,69,256
4110,3,34,395
4110,3,23,168
4110,3,81,205
4110,3,33,123
4110,3,42,200
4110,3,56,105
4110,3,27,361
4110,3,0,260
4110,3,35,289
4110,4,44,164
4110,4,47,178
4110,4,47,379
4110,4,55,390
4110,4,48,395
4110,4,64,303
4110,5,21,97
4110,5,48,239
4110,5,58,125
4110,5,27,166
4110,5,4,258
4110,5,28,186
4110,6,68,304
4110,6,88,163
4110,6,65,329
4110,6,60,148
4110,6,25,212
4110,6,38,296
4110,6,64,341
4110,7,72,183
4110,7,81,153
4110,7,47,151
4110,7,98,179
4110,7,100,62
4110,7,90,123
4110,8,50,338
4110,8,26,91
4110,8,42,86
4110,9,46,169
4110,9,100,141
4110,9,94,232
4110,10,100,416
4110,10,76,133
4110,10,35,498
4110,10,25,227
4110,10,62,538
4110,10,15,273
4110,10,56,486
4110,10,94,430
5970,1,99,54
5970,2,72,18
5970,2,79,73
5970,3,91,132
5970,3,60,150
5970,4,50,24
5970,5,80,58
5970,5,100,208
5970,6,83,127
5970,6,85,226
5970,6,67,53
5970,7,90,72
5970,8,100,83
5970,8,89,87
5970,8,45,92
5970,9,89,82
5970,9,77,206
5970,10,86,157
5655,1,42,220
5655,1,45,220
5655,1,66,218
5655,1,52,94
5655,1,25,400
5655,2,19,214
5655,2,20,396
5655,2,56,388
5655,2,57,205
5655,2,51,182
5655,3,34,159
5655,3,21,191
5655,3,57,272
5655,3,34,421
5655,4,40,323
5655,4,36,182
5655,4,24,493
5655,4,29,81
5655,4,32,417
5655,4,33,248
5655,5,39,442
5655,5,38,362
5655,5,29,137
5655,5,45,39
5655,6,49,83
5655,6,34,101
5655,6,48,202
5655,6,23,110
5655,7,62,118
5655,7,63,174
5655,7,81,118
5655,8,40,52
5655,8,44,49
5655,8,63,208
5655,9,33,297
5655,9,46,179
5655,9,50,213
5655,9,66,172
5655,9,49,164
5655,10,66,594
5655,10,47,274
5655,10,53,95
5655,10,63,524
9181,1,58,308
9181,1,78,249
9181,1,50,100
9181,1,29,350
9181,1,41,153
9181,2,30,399
9181,2,44,56
9181,2,57,257
9181,2,60,402
9181,3,49,428
9181,3,61,112
9181,3,43,367
9181,3,37,433
9181,3,44,307
9181,4,34,150
9181,4,37,543
9181,4,39,166
9181,4,26,368
9181,4,36,524
9181,4,25,418
9181,5,37,156
9181,5,42,382
9181,5,28,90
9181,6,48,220
9181,6,57,188
9181,6,37,374
9181,6,76,266
9181,7,14,96
9181,7,45,51
9181,7,54,213
9181,8,43,223
9181,8,49,133
9181,8,40,255
9181,8,37,158
9181,9,41,403
9181,9,49,66
9181,9,43,284
9181,9,38,352
9181,10,56,481
9181,10,72,600
9181,10,60,100
9181,10,68,85
9181,10,35,154
9278,1,100,187
9278,1,77,216
9278,1,77,184
9278,1,100,161
9278,2,75,193
9278,2,77,147
9278,3,79,224
9278,3,73,136
9278,4,50,240
9278,4,55,247
9278,4,52,183
9278,4,41,100
9278,4,54,174
9278,4,40,254
9278,4,42,325
9278,4,63,90
9278,4,53,245
9278,5,76,183
9278,5,63,219
9278,5,63,129
9278,5,73,243
9278,6,82,217
9278,6,77,231
9278,6,73,81
9278,6,50,242
9278,6,61,165
9278,7,91,107
9278,7,100,45
9278,7,70,77
9278,7,70,47
9278,7,100,94
9278,7,96,127
9278,7,59,36
9278,8,74,170
9278,8,81,201
9278,8,72,125
9278,8,81,135
9278,8,84,68
9278,8,76,231
9278,9,76,169
9278,9,71,189
9278,9,53,231
9278,9,69,99
9278,10,83,228
9278,10,38,178
9278,10,82,325
9278,10,63,264
9278,10,72,305
9278,10,100,104
7444,1,58,177
7444,1,44,399
7444,1,50,372
7444,1,51,366
7444,2,33,78
7444,2,51,372
7444,2,51,61
7444,2,48,255
7444,2,31,265
7444,3,48,205
7444,3,42,352
7444,3,53,385
7444,3,40,357
7444,4,22,488
7444,4,41,537
7444,4,29,248
7444,5,16,138
7444,5,27,36
7444,5,36,82
7444,6,50,437
7444,6,58,401
7444,6,40,238
7444,6,38,101
7444,6,26,140
7444,7,39,26
7444,7,60,34
7444,7,59,193
7444,8,48,305
7444,8,32,249
7444,8,38,73
7444,9,29,203
7444,9,54,368
7444,9,7,80
7444,9,47,379
7444,10,49,600
7444,10,40,406
7444,10,28,527
7444,10,50,140
1565,1,39,326
1565,1,51,241
1565,1,19,94
1565,1,38,228
1565,1,21,56
1565,2,50,339
1565,2,56,49
1565,2,42,36
1565,2,25,250
1565,2,42,68
1565,3,33,35
1565,3,57,323
1565,3,54,358
1565,4,42,204
1565,4,47,535
1565,4,43,543
1565,4,40,457
1565,4,29,285
1565,4,49,104
1565,5,58,125
1565,5,43,296
1565,5,46,353
1565,5,44,242
1565,5,43,397
1565,6,51,194
1565,6,51,344
1565,6,27,76
1565,7,45,192
1565,7,86,51
1565,7,78,42
1565,7,74,71
1565,8,71,154
1565,8,30,264
1565,8,59,241
1565,9,39,36
1565,9,43,324
1565,9,63,231
1565,9,29,296
1565,9,56,201
1565,10,30,297
1565,10,60,411
1565,10,24,112
1565,10,44,78
8868,1,64,281
8868,1,28,183
8868,1,82,150
8868,1,52,81
8868,1,74,215
8868,1,70,219
8868,1,81,197
8868,1,59,212
8868,1,56,221
8868,2,69,159
8868,2,23,143
8868,2,55,201
8868,2,76,122
8868,2,41,268
8868,2,79,311
8868,2,41,267
8868,2,41,304
8868,2,26,127
8868,3,41,210
8868,3,52,317
8868,3,31,204
8868,3,27,174
8868,3,7,333
8868,4,57,199
8868,4,62,470
8868,4,42,462
8868,5,84,249
8868,5,53,191
8868,5,77,361
8868,5,42,340
8868,5,80,141
8868,5,24,149
8868,5,24,281
8868,6,100,117
8868,6,59,312
8868,6,16,312
8868,6,35,211
8868,7,92,167
8868,7,25,63
8868,7,49,47
8868,7,80,108
8868,7,79,136
8868,7,12,154
8868,7,100,111
8868,7,33,204
8868,7,71,170
8868,8,58,342
8868,8,58,289
8868,8,100,157
8868,8,6,178
8868,8,44,102
8868,9,41,365
8868,9,82,220
8868,9,100,272
8868,9,49,353
8868,9,75,320
8868,9,69,303
8868,9,75,120
8868,9,16,248
8868,9,62,105
8868,10,34,447
8868,10,29,455
8868,10,100,354
8868,10,60,487
8868,10,95,306
8868,10,100,391
8868,10,93,155
4977,1,100,150
4977,1,71,135
4977,1,79,203
4977,1,81,227
4977,1,98,224
4977,2,100,153
4977,2,76,183
4977,2,49,241
4977,2,100,206
4977,2,100,221
4977,2,63,116
4977,2,86,87
4977,3,55,179
4977,3,74,171
4977,3,78,163
4977,3,74,180
4977,3,63,115
4977,3,49,78
4977,3,94,176
4977,4,55,161
4977,4,59,162
4977,4,42,126
4977,4,57,153
4977,4,44,316
4977,4,55,336
4977,4,48,152
4977,5,59,155
4977,5,76,198
4977,5,72,244
4977,5,77,210
4977,5,85,245
4977,5,98,143
4977,5,86,85
4977,6,64,276
4977,6,45,137
4977,6,69,181
4977,7,100,39
4977,7,55,118
4977,7,83,135
4977,7,100,100
4977,8,84,84
4977,8,70,63
4977,8,63,105
4977,8,93,126
4977,9,65,254
4977,9,87,114
4977,9,96,83
4977,9,92,133
4977,9,72,197
4977,10,63,142
4977,10,69,324
7623,1,54,125
7623,1,78,91
7623,1,63,187
7623,1,100,341
7623,1,92,267
7623,1,100,260
7623,1,87,184
7623,1,58,199
7623,2,48,360
7623,2,45,175
7623,2,0,246
7623,3,86,284
7623,3,19,278
7623,3,0,308
7623,3,9,201
7623,3,36,295
7623,3,47,369
7623,4,14,415
7623,4,44,205
7623,4,56,479
7623,4,35,494
7623,4,51,301
7623,5,77,329
7623,5,55,214
7623,5,25,207
7623,6,46,341
7623,6,20,183
7623,6,29,176
7623,6,30,121
7623,6,52,290
7623,7,57,117
7623,7,100,115
7623,7,100,62
7623,7,100,170
7623,7,35,121
7623,7,7,175
7623,7,93,133
7623,7,100,66
7623,7,100,152
7623,8,21,84
7623,8,42,220
7623,8,24,82
7623,8,100,186
7623,8,62,108
7623,8,26,126
7623,8,58,273
7623,9,50,141
7623,9,59,299
7623,9,0,262
7623,10,36,352
7623,10,100,434
7623,10,100,220
7623,10,0,299
7623,10,43,133
7623,10,42,128
7788,1,56,274
7788,1,56,101
7788,1,36,113
7788,1,36,258
7788,2,50,238
7788,2,51,355
7788,2,51,284
7788,2,31,104
7788,2,49,258
7788,3,31,142
7788,3,27,162
7788,3,32,147
7788,3,55,458
7788,4,43,419
7788,4,41,183
7788,4,24,348
7788,5,70,239
7788,5,75,123
7788,5,54,386
7788,5,58,254
7788,6,51,81
7788,6,26,155
7788,6,47,356
7788,7,55,52
7788,7,53,156
7788,7,54,148
7788,8,36,129
7788,8,48,110
7788,8,43,129
7788,8,30,46
7788,9,29,388
7788,9,65,329
7788,9,52,419
7788,10,45,600
7788,10,46,261
7788,10,41,502
7788,10,47,255
3834,1,82,148
3834,1,69,88
3834,1,85,166
3834,1,70,86
3834,2,100,75
3834,2,69,75
3834,3,85,114
3834,3,70,253
3834,3,66,79
3834,3,56,141
3834,3,59,71
3834,4,62,260
3834,4,66,213
3834,4,56,196
3834,4,52,309
3834,4,68,196
3834,4,28,279
3834,4,42,325
3834,4,46,270
3834,4,64,281
3834,5,65,153
3834,5,57,144
3834,5,72,244
3834,5,82,82
3834,5,64,212
3834,5,74,207
3834,5,88,249
3834,6,57,161
3834,6,54,151
3834,6,59,248
3834,6,85,150
3834,6,39,162
3834,6,77,113
3834,7,71,125
3834,7,97,85
3834,7,100,53
3834,8,73,101
3834,8,72,78
3834,8,92,124
3834,9,68,154
3834,9,62,220
3834,9,69,100
3834,9,81,192
3834,9,60,163
3834,9,63,258
3834,10,100,237
3834,10,96,287
7014,1,98,61
7014,1,72,112
7014,2,88,71
7014,2,70,119
7014,2,74,187
7014,3,73,84
7014,3,69,103
7014,3,93,159
7014,4,65,104
7014,4,44,135
7014,4,50,282
7014,5,74,150
7014,5,76,222
7014,5,84,174
7014,5,70,164
7014,5,63,187
7014,5,76,227
7014,6,90,113
7014,6,49,215
7014,6,53,122
7014,7,73,99
7014,7,83,108
7014,7,80,50
7014,8,77,238
7014,8,63,243
7014,8,77,199
7014,8,92,166
7014,9,80,264
7014,9,73,137
7014,9,67,122
7014,9,84,197
7014,10,70,217
7014,10,83,252
7014,10,64,258
7014,10,56,253
7014,10,87,358
9991,1,92,139
9991,1,90,192
9991,2,62,141
9991,2,98,205
9991,3,94,182
9991,4,65,283
9991,5,97,108
9991,5,81,151
9991,5,82,109
9991,6,95,90
9991,6,100,113
9991,7,100,58
9991,7,100,37
9991,7,84,28
9991,8,100,52
9991,8,88,30
9991,8,75,139
9991,9,61,59
9991,9,83,100
9991,9,75,56
9991,10,91,163
9991,10,82,34
7139,1,79,138
7139,1,100,242
7139,1,76,143
7139,2,58,107
7139,2,69,81
7139,2,69,155
7139,2,80,198
7139,2,81,237
7139,3,51,179
7139,3,52,266
7139,4,69,226
7139,4,68,195
7139,4,56,324
7139,4,64,238
7139,4,40,197
7139,5,85,170
7139,5,55,68
7139,5,71,192
7139,6,74,257
7139,6,68,207
7139,6,59,137
7139,6,51,277
7139,6,53,263
7139,6,58,163
7139,6,78,219
7139,7,91,50
7139,7,100,61
7139,7,100,87
7139,7,60,107
7139,7,79,88
7139,8,68,189
7139,8,44,131
7139,9,76,139
7139,9,77,74
7139,9,65,148
7139,9,82,259
7139,9,70,257
7139,10,97,162
7139,10,84,245
7139,10,56,284
2416,1,100,237
2416,1,33,218
2416,1,73,287
2416,1,31,328
2416,1,28,157
2416,1,23,345
2416,1,34,236
2416,2,90,293
2416,2,21,255
2416,2,61,107
2416,3,36,300
2416,3,71,239
2416,3,76,119
2416,3,33,323
2416,3,22,354
2416,3,58,107
2416,3,61,392
2416,4,55,237
2416,4,52,371
2416,4,19,401
2416,4,21,288
2416,4,39,402
2416,5,32,227
2416,5,39,329
2416,5,58,346
2416,5,67,198
2416,5,54,174
2416,5,91,264
2416,6,97,359
2416,6,81,292
2416,6,37,124
2416,6,77,347
2416,6,36,335
2416,7,79,156
2416,7,18,93
2416,7,97,198
2416,7,84,149
2416,7,66,163
2416,8,18,139
2416,8,61,92
2416,8,41,345
2416,8,62,276
2416,8,13,247
2416,9,54,378
2416,9,75,99
2416,9,81,328
2416,9,38,246
2416,9,98,355
2416,10,69,432
2416,10,26,232
2416,10,14,514
8191,1,88,165
8191,1,96,173
8191,2,85,85
8191,3,78,166
8191,3,100,179
8191,4,70,154
8191,5,100,130
8191,5,100,13
8191,6,85,230
8191,7,100,84
8191,7,90,108
8191,8,87,203
8191,9,99,27
8191,9,87,137
8191,10,100,182
9330,1,89,235
9330,1,70,95
9330,1,83,85
9330,1,59,221
9330,1,87,220
9330,1,87,83
9330,1,81,66
9330,2,73,247
9330,2,88,127
9330,2,72,228
9330,2,81,191
9330,3,79,84
9330,3,79,167
9330,4,60,197
9330,4,62,187
9330,4,39,261
9330,4,58,186
9330,4,52,280
9330,4,54,287
9330,4,63,175
9330,4,41,313
9330,4,40,133
9330,5,75,68
9330,5,53,112
9330,5,68,236
9330,5,80,166
9330,6,74,87
9330,6,77,280
9330,7,74,137
9330,7,100,101
9330,8,56,191
9330,8,97,209
9330,8,76,196
9330,9,55,111
9330,9,91,237
9330,9,51,190
9330,9,73,103
9330,9,58,110
9330,10,75,346
9330,10,56,355
2768,1,47,143
2768,1,54,170
2768,1,42,233
2768,1,23,202
2768,1,17,292
2768,1,89,103
2768,1,73,236
2768,2,33,132
2768,2,79,110
2768,2,63,321
2768,2,100,273
2768,3,11,288
2768,3,41,411
2768,3,54,231
2768,3,58,114
2768,3,50,305
2768,3,47,174
2768,4,39,438
2768,4,41,338
2768,4,37,280
2768,4,44,353
2768,4,33,365
2768,4,0,187
2768,4,35,273
2768,5,93,310
2768,5,84,192
2768,5,32,124
2768,5,75,187
2768,5,51,156
2768,5,93,180
2768,5,23,289
2768,6,52,138
2768,6,100,182
2768,6,33,255
2768,6,52,108
2768,6,70,362
2768,6,54,192
2768,6,40,410
2768,6,74,129
2768,7,53,139
2768,7,78,194
2768,7,13,157
2768,7,88,134
2768,7,64,136
2768,7,72,85
2768,7,59,120
2768,7,37,55
2768,8,42,303
2768,8,52,180
2768,8,52,162
2768,8,86,185
2768,8,37,106
2768,8,43,202
2768,9,74,385
2768,9,48,241
2768,9,5,217
2768,9,50,107
2768,9,66,305
2768,9,61,342
2768,9,86,248
2768,9,28,144
2768,10,71,213
2768,10,68,134
2768,10,19,227
2768,10,89,428
2768,10,43,350
2768,10,63,301
2768,10,70,303
2768,10,75,461
3682,1,90,135
3682,2,100,27
3682,2,86,15
3682,2,100,116
3682,3,46,92
3682,4,91,51
3682,4,55,83
3682,4,46,278
3682,5,96,136
3682,5,91,20
3682,6,87,202
3682,7,100,10
3682,7,100,76
3682,8,99,190
3682,8,92,141
3682,9,62,193
3682,9,75,75
3682,9,70,92
3682,10,86,217
3682,10,74,191
9535,1,75,11
9535,1,100,100
9535,1,100,23
9535,2,98,199
9535,3,73,214
9535,4,74,248
9535,4,64,140
9535,5,95,132
9535,5,90,118
9535,5,92,157
9535,6,80,30
9535,6,68,18
9535,7,100,85
9535,7,100,74
9535,8,95,149
9535,9,89,220
9535,9,100,146
9535,10,96,134
9535,10,85,268
9535,10,98,234
7443,1,99,146
7443,1,85,223
7443,1,69,216
7443,1,68,197
7443,2,73,195
7443,2,97,186
7443,2,67,84
7443,2,82,189
7443,2,68,133
7443,2,56,139
7443,3,69,246
7443,3,61,277
7443,3,67,219
7443,3,69,152
7443,3,72,149
7443,3,77,100
7443,3,61,84
7443,4,52,268
7443,4,54,97
7443,4,44,285
7443,4,49,281
7443,4,66,225
7443,4,82,271
7443,4,43,254
7443,5,77,126
7443,5,75,93
7443,5,55,208
7443,5,90,153
7443,6,48,213
7443,6,94,143
7443,6,55,221
7443,6,76,251
7443,6,66,233
7443,6,70,127
7443,6,58,212
7443,7,54,128
7443,7,84,120
7443,7,93,138
7443,7,100,100
7443,7,100,64
7443,7,68,126
7443,8,43,81
7443,8,66,120
7443,9,42,202
7443,9,98,124
7443,9,71,265
7443,9,60,244
7443,9,79,112
7443,9,79,247
7443,9,41,130
7443,10,54,139
7443,10,68,295
7443,10,64,328
7070,1,25,57
7070,1,39,92
7070,1,37,255
7070,2,33,334
7070,2,42,382
7070,2,25,142
7070,2,39,180
7070,3,43,158
7070,3,46,100
7070,3,40,358
7070,4,49,433
7070,4,33,201
7070,4,40,264
7070,4,31,75
7070,4,19,436
7070,5,41,73
7070,5,39,350
7070,5,37,246
7070,6,37,83
7070,6,52,60
7070,6,37,316
7070,6,44,169
7070,7,53,190
7070,7,51,24
7070,7,59,78
7070,7,46,152
7070,8,43,393
7070,8,50,134
7070,8,76,377
7070,8,32,402
7070,9,62,261
7070,9,58,70
7070,9,27,319
7070,9,14,86
7070,10,43,271
7070,10,78,245
7070,10,14,516
9023,1,85,159
9023,1,70,172
9023,2,62,139
9023,2,73,215
9023,3,94,241
9023,3,49,178
9023,4,41,113
9023,4,43,310
9023,4,54,232
9023,4,48,289
9023,4,44,108
9023,4,30,308
9023,5,64,183
9023,5,87,232
9023,5,62,161
9023,5,68,175
9023,6,75,278
9023,6,64,97
9023,6,65,170
9023,7,100,101
9023,7,100,45
9023,7,100,82
9023,7,100,89
9023,7,100,117
9023,8,91,226
9023,8,98,139
9023,9,67,229
9023,9,58,244
9023,9,73,251
9023,9,100,83
9023,10,83,126
9023,10,65,266
9023,10,69,322
9023,10,100,123
1484,1,70,98
1484,1,98,204
1484,2,86,170
1484,2,68,74
1484,2,82,166
1484,2,90,212
1484,2,77,144
1484,2,86,129
1484,3,56,181
1484,3,86,171
1484,3,62,107
1484,3,78,214
1484,3,70,246
1484,3,50,70
1484,3,67,135
1484,4,73,250
1484,4,61,139
1484,4,47,284
1484,4,56,264
1484,4,59,322
1484,4,61,288
1484,4,57,107
1484,4,58,210
1484,4,52,226
1484,5,59,188
1484,5,83,216
1484,5,53,175
1484,5,50,195
1484,5,45,202
1484,6,61,170
1484,6,63,171
1484,6,59,212
1484,6,57,112
1484,6,74,78
1484,7,62,99
1484,7,96,49
1484,7,98,57
1484,7,100,129
1484,8,52,176
1484,8,84,184
1484,8,75,125
1484,8,99,102
1484,8,93,89
1484,9,85,221
1484,9,60,180
1484,9,80,221
1484,9,75,253
1484,9,70,97
1484,9,74,186
1484,10,78,344
1484,10,92,282
1484,10,84,270
1484,10,71,351
1484,10,100,333
1484,10,100,115
1484,10,91,338
8689,1,99,21
8689,1,100,201
8689,2,82,76
8689,2,96,64
8689,3,88,56
8689,3,85,165
8689,4,69,125
8689,5,73,35
8689,5,83,106
8689,6,76,124
8689,6,85,34
8689,7,84,106
8689,8,100,38
8689,9,78,161
8689,9,81,53
8689,9,87,194
8689,10,100,152
1712,1,90,136
1712,1,86,161
1712,2,90,20
1712,2,88,66
1712,3,76,151
1712,4,74,243
1712,5,89,33
1712,5,68,65
1712,6,87,228
1712,6,82,201
1712,6,71,122
1712,7,99,108
1712,8,100,65
1712,9,90,146
1712,10,100,63
6054,1,63,61
6054,1,69,208
6054,2,80,129
6054,2,67,180
6054,2,91,111
6054,2,72,79
6054,2,100,117
6054,2,81,131
6054,3,61,186
6054,3,70,265
6054,3,88,100
6054,3,65,245
6054,4,72,338
6054,4,56,162
6054,4,60,111
6054,4,45,282
6054,4,46,198
6054,4,57,250
6054,4,60,110
6054,5,74,162
6054,5,49,195
6054,5,100,241
6054,5,73,205
6054,5,86,160
6054,6,52,114
6054,6,68,278
6054,6,72,186
6054,7,97,89
6054,7,74,117
6054,7,100,102
6054,8,100,140
6054,8,86,226
6054,8,82,97
6054,9,76,164
6054,9,84,76
6054,9,78,232
6054,9,66,260
6054,10,63,292
6054,10,77,155
7448,1,46,243
7448,1,58,248
7448,1,100,256
7448,1,92,182
7448,1,82,136
7448,1,87,329
7448,1,25,151
7448,1,47,306
7448,2,75,293
7448,2,36,112
7448,2,63,294
7448,2,0,198
7448,2,96,138
7448,2,62,111
7448,2,0,83
7448,3,72,298
7448,3,64,157
7448,3,71,407
7448,3,69,347
7448,3,77,216
7448,3,40,190
7448,3,68,352
7448,3,20,303
7448,4,45,490
7448,4,66,204
7448,4,57,125
7448,4,25,458
7448,4,34,210
7448,4,62,221
7448,5,46,328
7448,5,43,298
7448,5,49,353
7448,5,59,193
7448,6,76,314
7448,6,51,332
7448,6,0,361
7448,6,77,238
7448,7,100,154
7448,7,17,64
7448,7,86,82
7448,7,14,101
7448,7,63,59
7448,7,28,73
7448,7,47,114
7448,7,77,164
7448,7,54,109
7448,8,71,354
7448,8,28,104
7448,8,83,345
7448,8,44,232
7448,8,62,302
7448,9,69,260
7448,9,90,175
7448,9,95,200
7448,9,44,323
7448,9,83,380
7448,9,46,201
7448,9,13,369
7448,9,56,368
7448,9,96,123
7448,10,53,534
7448,10,70,151
7448,10,37,485
7448,10,71,344
7448,10,100,244
3791,1,76,247
3791,1,74,240
3791,1,44,221
3791,1,40,94
3791,2,58,183
3791,2,37,104
3791,2,49,107
3791,3,34,302
3791,3,39,218
3791,3,31,281
3791,4,44,426
3791,4,19,91
3791,4,65,169
3791,4,21,551
3791,4,10,344
3791,4,43,140
3791,5,23,40
3791,5,70,158
3791,5,61,90
3791,5,59,202
3791,6,32,256
3791,6,43,361
3791,6,26,407
3791,6,36,260
3791,7,98,27
3791,7,75,40
3791,7,76,192
3791,7,29,80
3791,7,66,117
3791,8,38,231
3791,8,60,337
3791,8,57,185
3791,8,38,355
3791,8,42,257
3791,9,41,139
3791,9,50,438
3791,9,48,45
3791,9,47,256
3791,10,38,231
3791,10,57,104
3791,10,35,223
3762,1,75,53
3762,1,40,166
3762,1,69,265
3762,1,64,86
3762,1,57,202
3762,2,41,155
3762,2,42,138
3762,2,28,402
3762,2,40,60
3762,2,66,82
3762,3,31,73
3762,3,60,456
3762,3,39,124
3762,3,32,294
3762,3,63,338
3762,4,33,315
3762,4,33,449
3762,4,30,135
3762,4,34,414
3762,4,33,267
3762,5,32,63
3762,5,38,295
3762,5,44,319
3762,6,54,333
3762,6,29,350
3762,6,28,196
3762,6,45,170
3762,7,62,120
3762,7,86,97
3762,7,97,229
3762,7,65,152
3762,8,80,87
3762,8,43,80
3762,8,29,211
3762,8,34,271
3762,9,39,137
3762,9,68,428
3762,9,41,227
3762,9,65,53
3762,9,21,251
3762,10,45,248
